ID,Pol,Godine,SkolaPoTipu,SkolaPoRegionu,Uspeh,EkonomskiPolozaj,ImaKomp,ZadovoljanPristupom,KolikoDugo,KolikoNedeljno,KolikNajduze,Predhodnih6meseci,DaMozeDaLiBi,Sadrzaj1,Sadrzaj2,Sadrzaj3,Sadrzaj4,Sadrzaj5,Sadrzaj6,Sadrzaj7,Sadrzaj8,Sadrzaj9,Sadrzaj10,Sadrzaj11,Sadrzaj12,Sadrzaj13,Aktivnost1,Aktivnost2,Aktivnost3,Aktivnost4,Aktivnost5,Aktivnost6,Aktivnost7,Aktivnost8,Aktivnost9,Aktivnost10,Aktivnost11,Aktivnost12,Aktivnost13,Aktivnost14,BrojaMailovaPrim,BrojaMailovaPosl,ZaStaMail,DaLiSvakodnevnoFb,ImaNemaFB,BrojaSatiFB,FBcitaPostove,FBpiseStatuse,FBdeliMuzikuFotografijeIsl,FBigraIgrice,FBcetuje,FBgrupe,Komunikacija1,Komunikacija2,Komunikacija3,Komunikacija4,FizAkt1,FizAkt2,FizAkt3,EnergetskoP1,EnergetskoP2,Grickalice,Pusac,PusacKolikoGodina,PusacKolikoCigareta,Kafa_bin,Alkohol_bin,DaLiSeDrogira,TEMPS1,TEMPS2,TEMPS3,TEMPS4,TEMPS5,TEMPS6,TEMPS7,TEMPS8,TEMPS9,TEMPS10,TEMPS11,TEMPS12,TEMPS13,TEMPS14,TEMPS15,TEMPS16,TEMPS17,TEMPS18,TEMPS19,TEMPS20,TEMPS21,TEMPS22,TEMPS23,TEMPS24,TEMPS25,TEMPS26,TEMPS27,TEMPS28,TEMPS29,TEMPS30,TEMPS31,TEMPS32,TEMPS33,TEMPS34,TEMPS35,TEMPS36,Depresivan,Ciklotimicni,Hipertimicni,Iritabilni,Anksiozni,Temper_bin,Internet1,Internet2,Internet3,Internet4,Internet5,Internet6,Internet7,Internet8,Internet9,Internet10,Internet11,Internet12,Internet13,Internet14,Internet15,Internet16,Internet17,Internet18,NKP,PI,SPO,PUI,PUIcutoff,CutOff3940,CutOff4950
607,1,17,4,2,5,3,0,1,7,1,1,1,1,1,1,1,2,5,5,5,1,5,5,4,3,1,2,5,1,3,4,2,2,5,3,1,4,5,5,1,0,0,2,1,1,4,1,0,1,0,1,0,1,2,3,1,0,0,0,1, ,0,1,3,20,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0.571428571,1,0.875,0.714285714,0.857142857,0,5,1,1,1,4,1,3,1,3,1,1,1,1,5,3,5,1,2,22,14,4,40,1,1,0
608,1,17,4,2,5,4,0,0,5,0,1,1,0,2,1,2,1,3,4,5,1,5,1,3,3,2,2,5,1,3,4,3,1,5,2,3,4,5,4,2,0,0,2,1,1,3,0,0,0,0,1,0,2,2,2,2,7,1,20,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0.285714286,0.428571429,0.375,0,0.428571429,0,3,2,1,1,2,1,2,1,1,3,1,1,1,3,3,2,1,1,14,10,6,30,0,0,0
609,1,17,4,2,5,2,0,0,10,0,1,2,0,1,1,3,2,4,5,5,1,5,3,4,5,1,4,5,1,5,5,5,1,5,5,1,5,5,5,1,1,1, ,1,1,2,1,0,0,0,1,1,1,1,1,1,3,1,60,0, ,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,0,0.142857143,0.714285714,1,0.571428571,0.571428571,1,3,2,3,4,5,2,4,1,1,1,1,1,1,1,1,2,4,4,25,9,7,41,1,1,0
610,0,17,4,2,5,4,0,1,5,1,0,0,0,1,1,3,2,1,3,2,5,5,1,1,3,1,2,5,1,3,4,1,1,3,3,4,1,1,4,1,0,0,1,1,1,2,1,0,0,0,0,0,1,2,2,2,3,1,60,0,0,1,1,2,15,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0.285714286,0.571428571,0.625,0.714285714,0.571428571,0,2,1,3,2,3,2,3,2,3,2,1,2,3,2,3,2,1,1,18,13,7,38,0,0,0
611,0,16,4,2,5,5,0,1,4,0,0,1,0,1,1,5,2,4,3,3,4,5,2,2,4,1,1,4,1,4,5,4, ,5,4,1,3,5,5,1,0,0,2,1,1,2,0,0,0,0,1,0,1,2,2,2,6,3,120,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.285714286,1,0.285714286,0,1,4,1,2,2,3,1,4,1,1,1,1,1,1,2,1,2,2,2,20,7,5,32,0,0,0
612,0,16,4,2,4,4,0,1,8,1,1,2,1,1,2,4,2,2,2,2,5,5,2,3,3,2,2,5,2,1,3,2,1,5,3,5,1,3,2,1,0,0,1,1,1,3,0,0,0,0,0,0,1,3,3,3,6,3,120,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0.714285714,0.625,0.714285714,0.714285714,0,4,5,4,4,5,3,1,4,2,3,1,3,1,4,5,5,4,4,29,24,9,62,1,1,1
613,1,17,4,2,5,4,0,1,5,1,0,1,0,5,2,5,2,3,3,3,1,5,2,5,5,3,5,5,1,1,3,4,1,2,3,5,5,5,5,3,0,1,1,1,1,4,1,0,0,0,1,0,1,3,3,1,1,1,60,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,0.428571429,1,0.625,0.571428571,0.714285714,0,2,2,4,1,5,1,1,1,1,1,1,3,1,3,3,3,1,1,20,11,4,35,0,0,0
614,1,16,4,2,5,4,0,0,7,0,0,2,0,1,1,3,1,3,4,4,1,5,5,5,2,1,1,5,1,1,4,3,1,1,3,1,1,1,3,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,2,1,1,1,60,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.142857143,0.428571429,0.5,0,0.285714286,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,9,7,5,21,0,0,0
615,1,17,4,2,5,3,0,1,4,0,0,0,0,3,1,3,1,3,4,4,1,5,3,3,2,2,3,4,1,1,5,1,1,2,4,1,3,4,4,1,1,1,1,1,1,24,1,0,0,0,1,1,1,1,3,1,7,1,45,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0.142857143,0.857142857,0.75,0.571428571,0.571428571,0,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,3,1,1,8,9,6,23,0,0,0
616,1,17,4,2,5,3,0,1,2,1,1,2,0,1,1,3,2,4,4,4,1,5,3,5,4,2,4,5,2,4,5,3,3,5,3,1,5,5,4,2,1,0,1,1,1,2,1,0,1,0,1,1,0,2,2,1,2,1,45,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0.714285714,0.857142857,0.25,0.285714286,0.714285714,0,5,2,5,5,5,2,4,1,4,1,3,4,1,5,1,5,5,5,38,15,10,63,1,1,1
617,1,17,4,2,5,3,0,1,5,0,0,1,0,2,1,4,1,4,4,4,1,5,3,2,3,2,2,4,1,2,4,3,2,3,3,2,2,5,4,2,1,0,2,1,1,2,1,0,1,0,1,0,1,3,3,2,4,1,60,0,0, ,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0.142857143,0.285714286,1,0.428571429,0.571428571,1,4,1,1,1,1,1,4,2,1,2,1,1,1,4,2,2,1,1,17,9,5,31,0,0,0
618,1,16,4,2,5,4,0,1, ,1,0,0,0,4,3,5,3,2,3,3,1,5,5,5,3,3,5,5,3,4,5,5,3,5,5,2,5,5,5,3,1,1,2,1,1,5,1,1,1,0,1,1,2,1,2,1,5,2,70,1, ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0.857142857,0.875,0.714285714,0.142857143,1,3,4,5,4,5,3,2,3,1,1,1,2,1,2,3,3,4,3,26,17,7,50,1,1,1
619,1,17,4,2,4,1,0,0,6,0,0,1,1,2,1,1,1,5,5,4,1,5,2,2,2,2,1,5,1,3,4,2,2,2,2,1,5,2,4,1,0,0,0,1,1,1.5,1,0,0,0,1,1,0,1,1,1,2,1, ,1,0,1,1,2.5,10,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0.857142857,0.857142857,0.625,1,0.714285714,0,3,2,2,2,2,1,1,1,1,1,1,1,1,2,1,2,1,1,14,8,4,26,0,0,0
620,1,17,4,2,5,4,0,1,5,0,0,1,0,3,2,4,3,4,3,4,2,5,3,4,5,3,2,1,1,3,4,4,3,5,5,2,3,5,5,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0.571428571,0.714285714,0.625,0.428571429,0.428571429,0,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,10,8,4,22,0,0,0
621,0,17,4,2,5,4,0,1,10,0,0,0,0,3,2,5,4,4,3,4,4,5,4,4,5,5,3,4,3,3,4,3,1,4,4,2,3,5,4,2,0,0, ,1,1,0.5,1,0,0,0,0,0,1,2,2,2,3,1,30,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0.285714286,0,0.625,0.142857143,0.714285714,0,2,1,2,1,1,1,1,2,2,1,2,2,1,1,1,2,2,2,12,9,6,27,0,0,0
622,0,17,4,2,5,5,0,1,4,0,0,0,0,3,3,5,2,1,1,1,5,5,4,3,2,1,4,5,1,3,4,2,1,4,4,1,1,2,2,1,1,1,1,0,1,2,0,0,0,0,1,0,1,1,2,1,7,3,120,1,25,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.285714286,1,1,0,1,4,2,3,3,5,1,2,1,1,1,1,1,1,1,1,2,4,3,22,8,7,37,0,0,0
623,1,17,4,2,5,5,0,1,10,1,0,0,0,3,3,1,1,3,3,4,1,5,3,3,1,1,2,5,1,3,4,3,1,4,4,1,3,5,5,1,1,0,2,1,1,3,0,0,1,0,0,0,0,2,3,2,2,1,60,1, ,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0.428571429,0.857142857,1,0.571428571,0.714285714,1,3,3,4,4,4,3,3,3,1,2,1,2,1,1,1,1,4,4,25,12,8,45,1,1,0
624,0,17,4,2,4,3,0,0,8,0, ,0,0,1,1,5,4,2,3,2,2,5,2,2,1,2,2,3, ,1,3,1,1,4,2,4,2,5,3,1,0,0,1,0,1,1,0,0,0,0,0,1,2,2,3,1,4,2,120,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0.428571429,1,0.714285714,0.285714286,1,5,3,1,3,3,1,2,1,1,2,1,2,2,3,1,5,2,2,21,12,7,40,1,1,0
625,1,17,4,2,4,5,0,1,5,0,0,2,0,2,1,2,1,2,3,3,1,5,1,4,1,1,2,5,1,3,4,1,1,3,4,1,3,1,5,1,0,0,2,1,1,1,1,0,1,0,1,0,1,2,2,2,5,1,60,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0.142857143,1,1,0.714285714,0.142857143,1,4,2,3,2,4,2,4,2,2,1,1,1,1,4,2,2,2,2,24,12,5,41,1,1,0
626,0,17,4,2,4,3,0,0,2,0,0,0,0,3,2,5,2,3,3,4,2,3,4,3,2,2,1,3,2,3,4,4,3,2,1,3,2,4,3,2,0,0,1,1,1,7,0,0,1,0,0,0,1,1,2,1,3,2,120,0,0,1,1,2,15,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0.428571429,0.285714286,0.875,0.714285714,0.571428571,1,2,3,3,2,4,2,5,3,4,3,4,4,3,4,3,2,4,3,27,17,14,58,1,1,1
627,0,16,4,2,5,3,0,1,7,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,2,3,4,2,3,3,3,3,0,0,2,1,1,1,1,0,0,0,1,1,1,1,2,3,3,1,60,1,250,0,1,0,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0.285714286,0.142857143,0.75,0.142857143,0.428571429,1,2,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,10,6,6,22,0,0,0
629,0,16,4,2,5,5,0,1,8,0,0,1,0,2,2,5,3,2,3,3,4,5,3,3,3,3,4,4,2,3,4,4,3,3,4,3,2,4,3,2,1,1,1,1,1,8,1,0,0,0,1,1,1,1,1,1,5,2,90,1,500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.285714286,0.5,0.428571429,0.142857143,1,2,3,4,3,2,4,3,2,3,3,3,2,3,4,3,4,2,3,23,19,11,53,1,1,1
630,0,17,4,2,5,4,0,1,6,0,0,1,0,3,2,5,3,2,2,2,5,5,3,3,3,3,3,5,4,2,4,2,2,4,5,2,2,5,4,2,0,0,1,1,1,1,1,0,0,0,1,0,1,2,2,2,6,3,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0.142857143,0.875,0.428571429,0.142857143,1,3,2,1,1,2,1,1,1,1,1,3,1,1,1,1,2,1,1,11,8,6,25,0,0,0
631,0,17,4,2,4,5,0,1,9,1,1,1,0,3,3,4,4,1,2,1,4,5,2,2,2,3,2,5,1,1,3,3,2,3,4,5,1,2,2,2,1,0,1,1,1, ,1,0,0,0,0,0,1,2,3,1,7,3,120,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.875,0.285714286,0,1,4,1,2,2,4,2,1,1,1,1,1,1,2,2,2,1,1,1,17,8,5,30,0,0,0
632,0,17,4,2,5,3,0,0, ,0,0,1,0,1,1,1,3,5,3,5,3,5,5,3,4,1,2,3,2,3,4,1,2,4,5,1,4,5,5,3,1,1,2,0,1,1,1,0,0,0,0,1,1,2,2,2,3,1,60,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0.285714286,0.285714286,0.5,0.142857143,0.571428571,0,3,2,4,2,2,2,2,2,2,2,2,2,3,3,2,3,3,1,19,13,10,42,1,1,0
633,1,17,4,2,5,3,0,1,6,0,0,1,0,1,1,3,1,5,5,5,1,5,5,5,5,2, ,5,2,2,5,3,1,5,5,1,4,5,5,1,0,0,2,1,1,2,1,1,1,1,1,1,1,2,3,2,3,3,120,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0.285714286,0.714285714,0.875,0,0.857142857,1,2,1,1,1,1,1,1,1,1,3,1,1,3,1,2,3,1,1,9,9,8,26,0,0,0
634,0,17,4,2,4,3,1,1,4,1,1,1,0,3,3,5,2,1,1,1, ,4,1,1,2,2,2,5,1,3,3,2,1,3,5,4,1,1,1,1,0,0, ,1,1,4,1,0,0,0,1,0,1,1,2,2,3,1,30,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0.285714286,0.571428571,0.25,0.857142857,0.142857143,0,3,2,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,15,7,4,26,0,0,0
635,0,17,4,2,5,3,0,1,10,1,0,0,0,3,4,5,5,4,4,4,5,5,5,4,4,3,5,4,4,4,5,5,4,5,5,5,5,5,5,4,1,1,1,1,1,1,1,0,0,0,1,1, , , , ,5,2,120,1,500,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0.285714286,0.714285714,0.875,0.571428571,0.428571429,1,4,2,1,2,4,1,2,1,1,1,1,1,1,3,1,3,1,2,19,9,4,32,0,0,0
637,1,17,4,2,5,4,0,1,8,1,0,2,0,2,1,4,4,4,5,3,1,5,5,5,3,3,5,5,3,4,5,2,2,4,4,2,5,5,5,3,0,0,2,1,1,1,1,0,0,0,1,0,1,1,2,3,3,2,60,1, ,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0.142857143,0.428571429,1,0.857142857,0.714285714,1,3,1,4,3,1,1,2,1,1,2,1,1,1,1,1,2,3,2,17,7,7,31,0,0,0
638,0,17,4,2,5,5,0,0,7,1,0,1,0,4,4,5,5,2,4,4,5,5,5,5,4,2,5,5,2, ,5,5,2,5,5,1,3,5,5,2,1,1,1,1,1,5,1,1,1,0,0,0,1,1,2,1,6,3,90,1,330,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0.142857143,0.857142857,1,0.857142857,0.428571429,1,3,2,1,5,5,3,5,1,1,3,1,5,3,4,3,2,4,3,31,12,11,54,1,1,1
639,0,17,4,2,5,3,0,1,8,1,0,2,1,4,2,3,4,3,3,3,4,5,2,2,3,3,5,5,5,4,5,5,3,5,4,5,4,5,3,2,1,0,1,1,1,2,1,0,0,0,1,1,1,1,2,1,5,2,90,1,500,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0.571428571,0.625,0.571428571,0.571428571,1,4,3,4,2,3,3,2,2,2,2,2,2,2,4,2,3,2,3,24,15,8,47,1,1,0
640,0,17,4,2,5,5,0,1,4,0,0,1,0,3,2,5,3,2,2,2,3,4,4,3,3,2,3,5,2,2,5,4,1,4,5,2,2,4,5,3,1,0,2,1,1,2,1,0,0,0,1,1,1,3,2,3,4,1,60,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0.285714286,0.428571429,0.875,0.285714286,0.428571429,1,3,2,2,1,1,1,1,2,2,2,4,3,3,4,3,3,3,4,19,13,12,44,1,1,0
641,0,16,4,2,4,4,0,1,5,0,0,1,0,1,2,5,4,2,3,3,2,5,4,5,3,3,3,5,2,1,5,4,2,3,2,3,2,2,2,1,1,1,1,1,1,1,1,0,0,0,1,0,0,2,3,2,7,3,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.142857143,1,0.428571429,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,6,4,19,0,0,0
642,0,17,4,2,4,4,0,1,7,1,0,0,0,2,5,5,4,4,4,4,5,5,2,3,2,1,2,5, ,2,4,2,2,4,3,3,3,4,3,2,0,0,2,1,1,5,1,0,1,0,1,1,2,1,2,1,7,3,120,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0.714285714,1,0.285714286,0.428571429,1,4,4,5,3,5,2,3,2,3,3,1,1,3,4,4,3,3,3,28,18,10,56,1,1,1
643,0,17,2,2,5,3,0,1,5,0,1,1,0,2,2,4,3,3,3,3,4,5,4,4,3,2,5,5,3,3,4,5,2,4,3,3,3,4,3,3,1,0,1,1,1,4,1,1,1,0,0,0,1,2,3,2,4,2,120,1,500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0.857142857,1,0.714285714,0.285714286,1,3,3,4,2,4,2,2,3,3,3,2,4,3,3,2,3,2,1,23,16,10,49,1,1,0
644,0,17,2,2,5,3,0,1,3, ,2, ,0, ,1,5,1,4,2,2,4,5,1,3,2,2,1,4,1,4,5,3,1,5,4,3,2,2,1,1,1,0,1,1,1,4,0,0,0,1,1,1,1,2,2,2,6,2,60,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0.285714286,0.625,0.714285714,0.142857143,0,4,2,4,3,2,2,2,1,1,1,1,1,1,1,1,1,3,2,19,8,6,33,0,0,0
645,0,17,2,2,4,2,0,1,5,1,0,2, ,2,1,5,2,3,3,3,4,5,2,4,5,2,2,4,2,4,4,4,1,4,5,3,2,3,4,1,1,0,1,1,1,4,1,0,0,0,0,0,1,2,2,2,5,1,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.875,0,0,1,3,1,1,2,2,2,1,1,2,3,1,1,1,1,3,4,2,2,13,13,7,33,0,0,0
646,0,16,2,2,5,4,0,1,7,0,0,0,0,1,1,4,1,1,1,3,2,4,3,2,3,2,2,3,1,3,5,2,2,4,3,2,1,4,3,1,0,0,2,1,1,20,0,0,0,0,1,0,2,2,2,1,7,2,60,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0.285714286,0.285714286,0.625,0.285714286,0.571428571,1,2,2,1,1,2,1,1,2,3,5,1,1,4,2,2,3,1,1,11,13,11,35,0,0,0
647,0,17,2,2,5,3,0,1,6,1,0,0,0,1,1,3,1,4,3,1,1,5,2,4,3,2,2,3,2,2,5,2,1,4,2,1,1,5,3,2,0,0,1,1,1,2,0,0,0,0,0,1,1,1,1,2,3,1,60,1,500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.571428571,0.625,0.285714286,0,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,2,10,10,4,24,0,0,0
648,0,17,2,2,4,3,0,0,4,1,1,2,0,2,1,3,2,2,3,4,3,5,2,2,4,3,1,3,1,3,4,4,1,4,4,2,3,4,2,1,0,0, ,1,1,4,1,0,0,0,1,0,2,2,3,2,3,2,20,1,330,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0.285714286,0.428571429,0.125,0.571428571,0.285714286,0,4,5,5,5,5,4,4,3,4,5,4,2,2,5,4,4,5,4,34,24,16,74,1,1,1
649,0,17,2,2,3,2,0,0,8,1,2,2,0,1,2,5,2,2,3,2,4,5,3,2,3,2,1,5,1,3,5,4,2,5,3,2,2,5,2,1,1,0,1,1,1,3,0,0,0,0,1,0,1,2,1,1,6,2,120,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0.285714286,0.857142857,0.5,0.714285714,0.285714286,0,4,3,5,4,2,2,2,1,1,2,1,3,1,5,3,4,4,4,29,14,8,51,1,1,1
650,0,17,2,2,4,5,0,1,9,1,0,0,0,3,5,3,1,3,2,1,5,5,2,2,2,1,3,5,1,4,5,1,2,5,3,1,1,3,3,1,0,0,1,1,1,4,0,0,0,0,0,0,0,1,2,1,4,3,120,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0.285714286,0.285714286,0.875,0.428571429,0.142857143,1,3,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,10,8,4,22,0,0,0
651,0,16,2,2,4,2,0,1,2,0,0,0,0,1,2,5,2,5,4,3,5,5,3,5,5,4,2,4,1,1,4,4,3,4,3,1,2,5,4,1,0,0,1,1,1,1,1,1,1,0,0,0,2,3,3,3,7,3,90,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0.142857143,0.428571429,0.875,0.714285714,0.571428571,1,1,2,1,2,3,2,2,1,1,1,5,1,3,2,2,1,1,1,13,9,10,32,0,0,0
652,0,16,2,2,3,2,0,1,6,0,1,0,0,2,2,4,3,1,2,1,3,3,2,2,2,2,1,5,3,2,4,1,1,3,2,4,1,4,2,2,0,0,1,1,1,3,0,0,0,0,1,0,1,2,2,2,5,2,120,1,300,1,0,5,15,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0.875,0.142857143,0,1,4,2,2,3,2,3,4,2,2,2,2,3,3,2,1,2,2,2,22,12,9,43,1,1,0
653,0,16,2,2,4,3,0,0,4,0,0,2,0,4,2,2,4,3,4,4,2,5,3,4,4,3,3,5,1,2,5,4,2,5,5,2,4,5,4,1,1,0,1,1,1,3,0,0,0,0,0,1,1,2,3,1,6,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0.285714286,0.75,0.571428571,0.142857143,1,2,3,2,2,3,3,2,2,3,3,2,2,2,2,5,4,2,2,17,20,9,46,1,1,0
